OBJECTID,LAD17CD,LAD17NM,LAD17NMW,BNG_E,BNG_N,LONG,LAT,Shape__Area,Shape__Length
294,E09000001,City of London, ,532382,181358,-0.09351,51.51564,3082309.86467743,7499.2299836855
295,E09000002,Barking and Dagenham, ,547759,185107,0.129506,51.54552,36025922.2026596,30426.8848233239
296,E09000003,Barnet, ,523472,191753,-0.21821,51.61108,86551492.9276962,41639.7722470058
297,E09000004,Bexley, ,549202,175433,0.146212,51.45821,62409148.8262634,37336.2747593917
298,E09000005,Brent, ,519615,186468,-0.27568,51.56441,43891889.1807938,32901.2699359639
299,E09000006,Bromley, ,542036,165708,0.039246,51.37267,148921818.427956,63096.3912002649
300,E09000007,Camden, ,527492,184284,-0.16289,51.54306,21563278.9673538,22910.1512336376
301,E09000008,Croydon, ,533922,164745,-0.07761,51.36598,84913985.4203033,46901.8858158652
302,E09000009,Ealing, ,517057,181960,-0.31407,51.52443,56638675.9443054,39875.8973630745
303,E09000010,Enfield, ,532829,196197,-0.08147,51.64888,83621306.9046478,38121.1371829183
304,E09000011,Greenwich, ,542508,175881,0.050108,51.46396,48131666.7332535,37706.4653966974
305,E09000012,Hackney, ,534560,185787,-0.06045,51.55492,19175341.4011078,22632.3943329915
306,E09000013,Hammersmith and Fulham, ,523866,177998,-0.21736,51.48737,16432231.6336899,21119.4191479227
307,E09000014,Haringey, ,531262,189349,-0.10667,51.58771,29764341.3606491,25507.1351991515
308,E09000015,Harrow, ,515356,189736,-0.33603,51.59467,50359891.2210922,31111.1192786035
309,E09000016,Havering, ,555032,187514,0.235368,51.56519,111750851.707703,55358.4907160201
310,E09000017,Hillingdon, ,508166,183120,-0.44182,51.53663,115749737.861519,55868.9613582291
311,E09000018,Hounslow, ,512744,174965,-0.37844,51.46243,56325352.8144989,48869.4717371866
312,E09000019,Islington, ,531158,184647,-0.10992,51.54548,15183313.4734344,18769.4513281238
313,E09000020,Kensington and Chelsea, ,525757,179053,-0.18976,51.49644,12404823.5757446,18934.0121666773
314,E09000021,Kingston upon Thames, ,519508,167389,-0.28367,51.39296,37409941.553215,33359.9556627747
315,E09000022,Lambeth, ,531118,175626,-0.11385,51.46442,26440762.2368698,29768.2555554264
316,E09000023,Lewisham, ,537889,173344,-0.01733,51.44231,35483102.685051,29586.9932450082
317,E09000024,Merton, ,526069,169507,-0.18867,51.41057,37556547.7583008,28146.6428309923
318,E09000025,Newham, ,540721,183327,0.027369,51.53132,36150359.192131,25015.0806743321
319,E09000026,Redbridge, ,543512,189478,0.070085,51.58589,57330077.5912781,36670.4238975779
320,E09000027,Richmond upon Thames, ,519005,172648,-0.28914,51.44033,57713954.6469879,45589.7077386411
321,E09000028,Southwark, ,533945,175863,-0.07309,51.46589,29344285.6624985,29076.6085878846
322,E09000029,Sutton, ,527356,163640,-0.17227,51.35756,45192384.3783722,32443.0502113664
323,E09000030,Tower Hamlets, ,536345,181451,-0.0364,51.51553,20062207.623558,22245.2969912812
324,E09000031,Waltham Forest, ,537327,190277,-0.01881,51.59461,38106042.1919327,28842.5618805095
325,E09000032,Wandsworth, ,525152,174137,-0.20021,51.45239,35646509.344696,33694.3276315937
326,E09000033,Westminster, ,528268,180871,-0.15295,51.51221,22149663.1039047,24004.854193104
327,S12000005,Clackmannanshire, ,291159,696335,-3.75344,56.14724,162528309.97319,72615.8217218719
328,S12000006,Dumfries and Galloway, ,270645,579857,-4.02863,55.09622,6448219264.75269,669207.98202188
329,S12000008,East Ayrshire, ,255398,624935,-4.29057,55.49674,1264440787.04587,276062.794193008
330,S12000010,East Lothian, ,354854,672351,-2.72435,55.94207,680167294.386734,137797.018879197
331,S12000011,East Renfrewshire, ,251929,653115,-4.3606,55.74868,176446127.462784,76122.6472882588
332,S12000013,Na h-Eileanan Siar, ,126473,932862,-6.65722,58.19938,3031882511.22359,1497544.23979402
333,S12000014,Falkirk, ,289661,679536,-3.7706,55.99604,299494895.548584,107514.087098952
334,S12000015,Fife, ,339197,704726,-2.98235,56.23117,1324312358.34473,240812.672819042
335,S12000017,Highland, ,241026,858306,-4.66091,57.58669,26273161238.8311,2653331.81587126
336,S12000018,Inverclyde, ,227922,670899,-4.75387,55.90035,162111391.36377,61861.0515374886
337,S12000019,Midlothian, ,330088,659217,-3.11738,55.82111,351765208.34726,109608.96640999
338,S12000020,Moray, ,328024,843593,-3.20187,57.47683,2248748681.19313,332990.843581274
339,S12000021,North Ayrshire, ,228984,651640,-4.72479,55.72788,878613970.744125,238605.805295015
340,S12000023,Orkney Islands, ,348291,1006584,-2.90028,58.94334,978956292.39653,710254.060967139
341,S12000024,Perth and Kinross, ,284304,744186,-3.8848,56.57529,5384503952.13173,485228.212131465
342,S12000026,Scottish Borders, ,345891,626135,-2.85866,55.52594,4741334567.8466,427657.384153187
343,S12000027,Shetland Islands, ,434516,1180307,-1.37344,60.50495,1409173898.63501,1114649.23780634
344,S12000028,South Ayrshire, ,226544,596270,-4.72901,55.23007,1225434631.79029,240903.755754237
345,S12000029,South Lanarkshire, ,284634,636071,-3.83272,55.60453,1771469770.39388,245908.328909506
346,S12000030,Stirling, ,255980,708769,-4.32595,56.24953,2255643983.42165,287733.889591806
347,S12000033,Aberdeen City, ,387763,808478,-2.20398,57.16697,187319494.555786,82131.0214412027
348,S12000034,Aberdeenshire, ,352286,816276,-2.79205,57.23468,6320187512.84071,552012.009229259
349,S12000035,Argyll and Bute, ,200740,715442,-5.22114,56.28943,7071487726.72619,1942958.07323794
350,S12000036,City of Edinburgh, ,320193,669416,-3.27826,55.91119,264149816.661148,85788.6355156577
351,S12000038,Renfrewshire, ,239305,664698,-4.56834,55.84862,269315728.281219,88201.3134153186
352,S12000039,West Dunbartonshire, ,242904,681587,-4.52074,56.00141,180048740.799179,74804.3081162962
353,S12000040,West Lothian, ,299483,668514,-3.60909,55.8992,427767638.604462,112540.074591078
354,S12000041,Angus, ,345518,759594,-2.89189,56.7248,2193146450.58247,247482.562139631
355,S12000042,Dundee City, ,340291,732145,-2.97095,56.4776,59415002.8884277,39651.3927022768
356,S12000044,North Lanarkshire, ,277984,665608,-3.9514,55.86814,469843036.527176,138248.90351014
357,S12000045,East Dunbartonshire, ,261240,676154,-4.22417,55.95829,174836054.246567,83740.9525904496
358,S12000046,Glasgow City, ,261534,667033,-4.21479,55.87649,179011895.529343,86949.8983427629
359,W06000001,Isle of Anglesey,Ynys Môn,245222,378346,-4.32291,53.27945,713980784.995003,181406.107412511
360,W06000002,Gwynedd,Gwynedd,277968,334967,-3.81559,52.89826,2553684335.73065,407146.647735371
361,W06000003,Conwy,Conwy,283293,362562,-3.74646,53.14739,1135309265.12375,193907.02361389
362,W06000004,Denbighshire,Sir Ddinbych,309843,355416,-3.34761,53.08833,835188891.481705,184880.334178015
363,W06000005,Flintshire,Sir y Fflint,321564,369303,-3.17605,53.21498,435990368.51593,130372.802393674
364,W06000006,Wrexham,Wrecsam,333523,345387,-2.99203,53.00167,503392564.855873,152147.214364754
365,W06000008,Ceredigion,Ceredigion,267126,268437,-3.94994,52.29795,1782671113.37832,255302.778453051
366,W06000009,Pembrokeshire,Sir Benfro,199821,221391,-4.90818,51.85512,1630886635.94086,329362.55336558
367,W06000010,Carmarthenshire,Sir Gaerfyrddin,247954,224133,-4.2111,51.89495,2379438968.332,285375.16602381
368,W06000011,Swansea,Abertawe,264022,197308,-3.96723,51.65806,382089305.445568,118417.005025758
369,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,279261,195412,-3.74638,51.6445,445682787.50597,117084.378400759
370,W06000013,Bridgend,Pen-y-bont ar Ogwr,288242,185868,-3.61359,51.56058,248784667.082615,75315.0122105795
371,W06000014,Vale of Glamorgan,Bro Morgannwg,302946,173083,-3.39803,51.44838,331750331.370026,86370.6182290146
372,W06000015,Cardiff,Caerdydd,315270,178887,-3.22212,51.50254,141956696.923264,54670.5254693108
373,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,302237,192395,-3.41359,51.62185,424649390.798821,111915.211491577
374,W06000018,Caerphilly,Caerffili,317245,195259,-3.19753,51.65001,278242417.498848,97834.8547249651
375,W06000019,Blaenau Gwent,Blaenau Gwent,318236,206771,-3.18592,51.75364,108267235.420753,57792.2121940706
376,W06000020,Torfaen,Torfaen,327459,200480,-3.05101,51.69836,125620288.451138,69033.3221003545
377,W06000021,Monmouthshire,Sir Fynwy,337812,209231,-2.9028,51.77827,851063829.770275,184247.421123087
378,W06000022,Newport,Casnewydd,337897,187433,-2.89769,51.58232,193216343.551071,82232.625937645
379,W06000023,Powys,Powys,302328,273254,-3.43533,52.34863,5196730308.94125,504256.723667136
380,W06000024,Merthyr Tydfil,Merthyr Tudful,305916,206424,-3.36425,51.74858,112307141.99984,58713.248051794
