objectid,lad18cd,lad18nm,lad18nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
284,E08000028,Sandwell, ,399573,290764,-2.00770998,52.51480103,85222122.4991141,48306.2485949538
285,E08000029,Solihull, ,419434,281483,-1.71557999,52.43099976,177542587.905798,82695.4607729401
286,E08000030,Walsall, ,402098,300804,-1.97044003,52.60499954,104027261.810831,49836.872832422
287,E08000031,Wolverhampton, ,391463,300016,-2.12746,52.59790039,69466620.7597763,41126.9610793464
288,E08000032,Bradford, ,408395,438626,-1.87389004,53.84379959,368386843.278937,113226.190390702
289,E08000033,Calderdale, ,402617,424896,-1.96182001,53.72050095,367618489.551429,94050.2456636633
290,E08000034,Kirklees, ,414586,416223,-1.78085005,53.64229965,405306353.685126,106837.808448503
291,E08000035,Leeds, ,432528,436384,-1.50735998,53.8227005,550578568.510784,133753.100810667
292,E08000036,Wakefield, ,438366,418235,-1.42092001,53.65919876,337273074.664593,90373.7393822192
293,E08000037,Gateshead, ,420168,559658,-1.6868,54.93119812,147146862.140118,68229.3167187914
294,E09000001,City of London, ,532382,181358,-0.09351,51.5155983,2680672.31080303,6910.50472709606
295,E09000002,Barking and Dagenham, ,547759,185107,0.12950601,51.54550171,36120850.2240886,31131.3909557824
296,E09000003,Barnet, ,523472,191753,-0.21821,51.61109924,86643073.1183926,41838.7863086401
297,E09000004,Bexley, ,549202,175433,0.146212,51.45819855,61519307.1165889,36565.6085100359
298,E09000005,Brent, ,519615,186468,-0.27568001,51.56439972,44168269.9005987,33233.9122796264
299,E09000006,Bromley, ,542036,165708,0.039246,51.37269974,150198156.303863,63033.4499382732
300,E09000007,Camden, ,527492,184284,-0.16289,51.54309845,21274131.0329243,22056.4535363452
301,E09000008,Croydon, ,533922,164745,-0.07761,51.36600113,85993776.890795,46725.3082664981
302,E09000009,Ealing, ,517057,181960,-0.31406999,51.5243988,54712230.1551239,39308.2766403901
303,E09000010,Enfield, ,532829,196197,-0.08147,51.64889908,83022176.2666717,37692.7193126977
304,E09000011,Greenwich, ,542508,175881,0.050108,51.4640007,47647107.9368704,36585.3979961611
305,E09000012,Hackney, ,534560,185787,-0.06045,51.55490112,19833986.2849618,21347.1681882351
306,E09000013,Hammersmith and Fulham, ,523866,177998,-0.21736,51.48740005,17336405.0017311,20309.4900436664
307,E09000014,Haringey, ,531262,189349,-0.10667,51.58769989,28655635.1073806,25651.9550307924
308,E09000015,Harrow, ,515356,189736,-0.33603001,51.59469986,51786258.0117432,31190.5711334888
309,E09000016,Havering, ,555032,187514,0.235368,51.56520081,113833557.801955,56536.2704190016
310,E09000017,Hillingdon, ,508166,183120,-0.44182,51.53659821,115520674.208015,55989.039759977
311,E09000018,Hounslow, ,512744,174965,-0.37843999,51.46239853,56812408.119424,46710.4515637781
312,E09000019,Islington, ,531158,184647,-0.10992,51.54550171,15152148.9488675,17531.1070758059
313,E09000020,Kensington and Chelsea, ,525757,179053,-0.18976,51.49639893,11394300.5560667,17853.3614234314
314,E09000021,Kingston upon Thames, ,519508,167389,-0.28367001,51.39300156,38007491.6151713,33047.6953786371
315,E09000022,Lambeth, ,531118,175626,-0.11385,51.46440125,27179441.2539956,28910.4838639594
316,E09000023,Lewisham, ,537889,173344,-0.01733,51.44229889,34280825.6096365,30699.9057641777
317,E09000024,Merton, ,526069,169507,-0.18866999,51.41059875,37361486.4314039,27902.779652863
318,E09000025,Newham, ,540721,183327,0.027369,51.53129959,37126163.2793209,25244.670097391
319,E09000026,Redbridge, ,543511,189478,0.070071,51.58589935,57744389.1764036,36049.6171281623
320,E09000027,Richmond upon Thames, ,519005,172648,-0.28913999,51.44029999,57364255.5154054,45209.5575678704
321,E09000028,Southwark, ,533945,175863,-0.07309,51.46590042,29946192.4376706,28303.9022758732
322,E09000029,Sutton, ,527356,163640,-0.17227,51.35760117,44475059.9119264,32956.4110258198
323,E09000030,Tower Hamlets, ,536345,181451,-0.0364,51.51549911,19360267.83537,21247.1462687438
324,E09000031,Waltham Forest, ,537327,190277,-0.01881,51.59460068,39257107.8012509,28340.636734313
325,E09000032,Wandsworth, ,525152,174137,-0.20021001,51.45240021,35091144.4266609,33006.4866636561
326,E09000033,Westminster, ,528268,180871,-0.15295,51.5121994,22893822.6077612,22650.5250848577
327,N09000001,Antrim and Newtownabbey, ,130813,541285,-6.17759991,54.69390106,725800900.12023,145231.019636579
328,N09000002,"Armagh City, Banbridge and Craigavon", ,112110,508158,-6.43454981,54.38669968,1436130448.75273,200894.669391745
329,N09000003,Belfast, ,146465,529747,-5.92535019,54.5984993,137794023.258213,55370.610909433
330,N09000004,Causeway Coast and Glens, ,106168,581420,-6.59959984,55.03960037,1985252734.92858,285674.037232754
331,N09000005,Derry City and Strabane, ,51779,559566,-7.42063999,54.80899811,1246637562.27684,232729.547862668
332,N09000006,Fermanagh and Omagh, ,41233,513013,-7.52710009,54.3852005,3009094379.02078,353603.40645379
333,N09000007,Lisburn and Castlereagh, ,138712,518920,-6.03544998,54.49750137,511681221.176645,133181.9440907
334,N09000008,Mid and East Antrim, ,133943,560151,-6.14645004,54.86460114,1064497440.11096,198438.995199782
335,N09000009,Mid Ulster, ,83920,528564,-6.8888998,54.55270004,1960344170.37938,267949.60561336
336,N09000010,"Newry, Mourne and Down", ,133006,480432,-6.0889101,54.1495018,1686596198.00009,292916.734120241
337,N09000011,Ards and North Down, ,164321,524944,-5.64567995,54.56409836,568030925.637652,133209.664417329
338,S12000005,Clackmannanshire, ,291159,696335,-3.7534399,56.14720154,162845310.236419,72429.9589236728
339,S12000006,Dumfries and Galloway, ,270645,579857,-4.02862978,55.09619904,6448072567.56796,672412.4012204
340,S12000008,East Ayrshire, ,255398,624935,-4.29056978,55.49670029,1272832615.86674,276686.020027804
341,S12000010,East Lothian, ,354854,672351,-2.72434998,55.94210052,678358890.562976,140379.659289269
342,S12000011,East Renfrewshire, ,251929,653115,-4.36059999,55.74869919,175683611.93449,75237.1219538986
343,S12000013,Na h-Eileanan Siar, ,126473,932862,-6.65721989,58.19940186,3069319951.23355,1585043.73022765
344,S12000014,Falkirk, ,289661,679536,-3.77060008,55.99599838,300105211.196588,106837.781082137
345,S12000017,Highland, ,241026,858306,-5,60,26311184223.1733,2778880.23873355
346,S12000018,Inverclyde, ,227922,670899,-4.75387001,55.90029907,163271661.903706,61764.3861489117
347,S12000019,Midlothian, ,330088,659217,-3.1173799,55.82109833,354813985.934278,110233.841227705
348,S12000020,Moray, ,328024,843593,-3.20186996,57.47679901,2251799791.97608,338190.849676055
349,S12000021,North Ayrshire, ,228984,651640,-4.7247901,55.72790146,882046253.803933,256127.005165804
350,S12000023,Orkney Islands, ,348291,1006584,-2.90028,58.94329834,1005481727.75144,774204.597686478
351,S12000026,Scottish Borders, ,345891,626135,-2.85865998,55.52590179,4745342951.36896,430357.76585753
352,S12000027,Shetland Islands, ,434516,1180307,-1.37344003,60.50500107,1446297042.89297,1169734.20918274
353,S12000028,South Ayrshire, ,226544,596270,-4.72901011,55.23009872,1221259811.81921,246892.573905182
354,S12000029,South Lanarkshire, ,284634,636071,-3.83272004,55.60449982,1771615637.11974,247590.127748576
355,S12000030,Stirling, ,255980,708769,-4.32595015,56.24950027,2259083522.70341,286927.539310165
356,S12000033,Aberdeen City, ,387763,808478,-2.20397997,57.16699982,185625975.958291,81123.6764138745
357,S12000034,Aberdeenshire, ,352286,816276,-2.79204988,57.23469925,6327192860.70737,550269.391343051
358,S12000035,Argyll and Bute, ,200740,715442,-5.22113991,56.28939819,7097679506.99788,1997461.77789301
359,S12000036,City of Edinburgh, ,320193,669416,-3.27825999,55.91120148,263292338.087039,89188.9904490711
360,S12000038,Renfrewshire, ,239305,664698,-4.56833982,55.84859848,270973891.998028,89322.8875344147
361,S12000039,West Dunbartonshire, ,242904,681587,-4.52074003,56.00139999,178698140.343654,71158.1045955374
362,S12000040,West Lothian, ,299483,668514,-3.60909009,55.89920044,426840571.57828,113825.143130406
363,S12000041,Angus, ,345535,759594,-2.89161992,56.72480011,2193998852.29397,246549.070095234
364,S12000042,Dundee City, ,340291,732145,-2.97094989,56.4776001,60639158.9333889,38817.6860311008
365,S12000044,North Lanarkshire, ,277984,665608,-3.95140004,55.86809921,470344471.281718,139058.741605769
366,S12000045,East Dunbartonshire, ,261240,676154,-4.22417021,55.95830154,173578352.182457,83606.6273080645
367,S12000046,Glasgow City, ,261534,667033,-4.21478987,55.87649918,178587434.494019,87924.4812159587
368,S12000047,Fife, ,339197,704726,-2.98235011,56.23120117,1326131736.38924,250355.120712731
369,S12000048,Perth and Kinross, ,284304,744186,-3.88479996,56.57529831,5385413702.21421,484540.769234579
370,W06000001,Isle of Anglesey,Ynys Môn,245222,378346,-4.32290983,53.27939987,717153468.281262,179525.463817293
371,W06000002,Gwynedd,Gwynedd,277968,334967,-3.8155899,52.89830017,2555935866.4299,411537.834194112
372,W06000003,Conwy,Conwy,283293,362562,-3.74645996,53.1473999,1137213800.89828,195442.591421644
373,W06000004,Denbighshire,Sir Ddinbych,309843,355416,-3.34761,53.0882988,834763140.239396,188656.085336887
374,W06000005,Flintshire,Sir y Fflint,321564,369303,-3.17604995,53.21500015,433615456.045806,127017.820609608
375,W06000006,Wrexham,Wrecsam,333523,345387,-2.99202991,53.00170135,506885367.147927,155283.776279245
376,W06000008,Ceredigion,Ceredigion,267126,268437,-3.94993997,52.29800034,1784833883.0607,257582.614605409
377,W06000009,Pembrokeshire,Sir Benfro,199821,221391,-4.90818024,51.85509872,1636736430.46416,336845.72081489
378,W06000010,Carmarthenshire,Sir Gaerfyrddin,247954,224133,-4.2111001,51.89500046,2381699211.32613,285160.259229707
379,W06000011,Swansea,Abertawe,264022,197308,-3.96723008,51.65810013,383434862.923403,117024.990786079
380,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,279261,195412,-3.74638009,51.64450073,445401967.26521,119854.29507501
381,W06000013,Bridgend,Pen-y-bont ar Ogwr,288241,185868,-3.61361003,51.56060028,250682313.624554,76616.047079935
382,W06000014,Vale of Glamorgan,Bro Morgannwg,302946,173083,-3.39803004,51.44839859,329568166.357818,85303.2275224257
383,W06000015,Cardiff,Caerdydd,315270,178887,-3.22212005,51.50249863,141938569.878889,54179.3242911633
384,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,302237,192395,-3.41358995,51.62179947,422322765.345917,112336.533505482
385,W06000018,Caerphilly,Caerffili,317245,195259,-3.19753003,51.65000153,277815064.267862,98224.500000479
386,W06000019,Blaenau Gwent,Blaenau Gwent,318236,206771,-3.18592,51.75360107,109273372.238997,58166.9529683032
387,W06000020,Torfaen,Torfaen,327459,200480,-3.05100989,51.69839859,125716747.279712,68469.9672777462
388,W06000021,Monmouthshire,Sir Fynwy,337812,209231,-2.90280008,51.77830124,853906741.965679,181957.130269747
389,W06000022,Newport,Casnewydd,337897,187433,-2.89769006,51.58229828,193085193.326081,82271.552366336
390,W06000023,Powys,Powys,302328,273254,-3.43532991,52.34859848,5199723137.37709,504293.844888648
391,W06000024,Merthyr Tydfil,Merthyr Tudful,305916,206424,-3.36424994,51.74860001,113429186.940105,59195.3263419352
